original_size,cleaned_size,word_count,formula_count,section_count,figure_count,table_count,citation_count,filename
7726,6036,877,116,0,0,0,0,2023_07_08_1f9e304d52db4e6fdf92g.tex
7653,6398,875,64,0,0,0,0,2023_07_08_1fa477a7d3f8e6f711deg.tex
7344,6480,838,28,0,0,0,0,2023_07_08_1faf033065061aa7d0b4g.tex
8338,6317,1166,105,0,0,0,0,2023_07_08_1fd4a8f5f5db04752db4g.tex
7876,6628,1152,95,0,0,0,0,2023_07_08_1feedae5d449ded9fd1eg.tex
7540,5567,835,102,0,0,0,0,2023_07_08_2001a61f76a8b6dce78cg.tex
8352,7696,1370,111,0,0,0,0,2023_07_08_2025e787fa834d358ae9g.tex
8425,4602,644,82,0,0,0,0,2023_07_08_2035dc70f8088be8ea13g.tex
6658,4954,716,35,0,0,0,0,2023_07_08_206f93bed2525b309d21g.tex
7184,5517,715,42,0,0,0,0,2023_07_08_207466d2f5651bd44555g.tex
8537,6201,919,118,0,0,0,0,2023_07_08_2075f572db29a603e4bcg.tex
7444,5312,854,61,0,0,0,0,2023_07_08_20884678df61023e88aag.tex
8013,6945,949,28,0,0,0,0,2023_07_08_20d19599b3ff4ba33aecg.tex
7451,5735,960,95,0,0,0,0,2023_07_08_20d58c8025d5f5ca35d7g.tex
7283,6314,1014,92,0,0,0,0,2023_07_08_213167201baa45ac5ae4g.tex
8284,4122,643,115,0,0,0,0,2023_07_08_214a7c79b822ff27de16g.tex
7517,5831,804,91,0,0,0,0,2023_07_08_2155f7e1d2d05f5c9099g.tex
7258,6337,864,55,0,0,0,0,2023_07_08_2160ccdfe254d6ab2ae5g.tex
8160,5953,886,125,0,0,0,0,2023_07_08_2183818a114c03da3a91g.tex
8308,7443,1189,64,0,0,0,0,2023_07_08_21df8891a2f486ca877cg.tex
8778,7519,1150,156,0,0,0,0,2023_07_08_21fe4d107abf4ad3aebdg.tex
8327,7098,1032,160,0,0,0,0,2023_07_08_2226f6d14f2fe3dab3a4g.tex
8019,6411,1112,83,0,0,0,0,2023_07_08_225ef8ac0e41ec647eb4g.tex
8381,6688,1087,116,0,0,0,0,2023_07_08_22613b851e4594455809g.tex
8065,7469,1118,62,0,0,0,0,2023_07_08_229513e9235b81cc8463g.tex
7416,6267,907,69,0,0,0,0,2023_07_08_22a83d838a8dc115882eg.tex
8528,7901,1441,44,0,0,0,0,2023_07_08_22bcae060c7a37094b95g.tex
7438,6235,762,42,0,0,0,0,2023_07_08_22c620a43bdfc2493307g.tex
8428,5939,796,40,0,0,0,0,2023_07_08_22c99385a6660bf247c3g.tex
7002,4550,713,119,0,0,0,0,2023_07_08_22d74c6c44af18437284g.tex
7179,5922,873,92,0,0,0,0,2023_07_08_22d894a4c43a53183d6bg.tex
7079,6271,888,22,0,0,0,0,2023_07_08_22e39d66b87a4867e0c0g.tex
7398,5849,931,79,0,0,0,0,2023_07_08_22fe35010e2dfb6bbc55g.tex
7301,5849,931,79,0,0,0,0,2023_07_08_22fe35010e2dfb6bbc55g_1.tex
7301,5849,931,79,0,0,0,0,2023_07_08_22fe35010e2dfb6bbc55g_2.tex
7750,5531,718,15,0,0,0,0,2023_07_08_23153ed78b1ade796646g.tex
8403,7189,1157,178,0,0,0,0,2023_07_08_23234ce8f574a91604f6g.tex
8269,6517,849,59,0,0,0,0,2023_07_08_234456965f5f6f12b097g.tex
8216,6517,849,59,0,0,0,0,2023_07_08_234456965f5f6f12b097g_1.tex
8216,6517,849,59,0,0,0,0,2023_07_08_234456965f5f6f12b097g_2.tex
7264,1343,289,81,0,0,0,0,2023_07_08_234e28d0cbd3fff9b86fg.tex
7772,5822,897,87,0,0,0,0,2023_07_08_2380c05fe75845f32a98g.tex
7224,6497,886,32,0,0,0,0,2023_07_08_2391333da740af6080a5g.tex
7168,6497,886,32,0,0,0,0,2023_07_08_2391333da740af6080a5g_1.tex
7168,6497,886,32,0,0,0,0,2023_07_08_2391333da740af6080a5g_2.tex
7011,3802,543,74,1,0,0,0,2023_07_08_239c4df4d4388b754af0g.tex
6786,5411,839,94,0,0,0,0,2023_07_08_23c5e545d5e9fe4d62b2g.tex
5668,3521,565,50,1,0,0,0,2023_07_08_23cb25935f7889c981dag.tex
6714,3822,682,63,0,0,0,0,2023_07_08_23e7bf431f18990a3050g.tex
8268,6497,964,77,0,0,0,0,2023_07_08_23ed1977048b67f85fe4g.tex
8025,7141,1030,83,0,0,0,0,2023_07_08_23ed37d08aa4464aa0cdg.tex
7695,5518,833,63,0,0,0,0,2023_07_08_2412cf188d90c6077379g.tex
7377,4908,760,111,0,0,0,0,2023_07_08_242f8a9ed2e146ba28cbg.tex
7233,4908,760,111,0,0,0,0,2023_07_08_242f8a9ed2e146ba28cbg_1.tex
7886,6719,1007,25,0,0,0,0,2023_07_08_243526dc934e6c675140g.tex
9020,6281,1128,103,0,0,0,0,2023_07_08_2470978b27bab8debf6ag.tex
7718,5651,745,55,0,0,0,0,2023_07_08_2486c7b7e76d91ba8639g.tex
7882,6826,1020,84,0,0,0,0,2023_07_08_248d0f9d6696fb384749g.tex
6739,4949,685,53,0,0,0,0,2023_07_08_249249feee2ce7be4259g.tex
8176,7339,1095,78,0,0,0,0,2023_07_08_2499ebe9be05121bab9eg.tex
7647,5927,932,79,0,0,0,0,2023_07_08_24a04863db9dffc74783g.tex
7904,7538,1153,120,0,0,0,0,2023_07_08_24aa99a33be338258ea8g.tex
7360,5361,913,92,0,0,0,0,2023_07_08_24d0dc74dcd7db119febg.tex
7992,6281,1072,85,0,0,0,0,2023_07_08_2500c717dd84284c12f9g.tex
8020,6649,912,75,0,0,0,0,2023_07_08_2503d37ea248b216e3f1g.tex
7009,5812,885,91,0,0,0,0,2023_07_08_250d4a6161c9482f0eeeg.tex
8404,7257,1207,89,0,0,0,0,2023_07_08_25158125b1e653957e08g.tex
7146,6760,936,38,0,0,0,0,2023_07_08_252e7e7bf39ef40e0a13g.tex
7803,6116,945,55,0,0,0,0,2023_07_08_254cf6ef93625ff1f8feg.tex
7361,5133,925,96,0,0,0,0,2023_07_08_2556542a804cb87aff64g.tex
8047,6724,1161,46,0,0,0,0,2023_07_08_2596496f319c6267113bg.tex
7163,5347,768,90,0,0,0,0,2023_07_08_25aad8961276485abe46g.tex
7381,6069,958,47,0,0,0,0,2023_07_08_25c38a661f0d9049ebceg.tex
8293,5670,969,74,0,0,0,0,2023_07_08_25f9609b897826ea4267g.tex
7297,5147,702,75,0,0,0,0,2023_07_08_261d39b2c6912f74e1dcg.tex
8504,7105,1194,107,0,0,0,0,2023_07_08_261f28e099c7c752dd4eg.tex
8268,5823,933,111,0,0,0,0,2023_07_08_262be4087d727c2b5359g.tex
7570,6260,894,38,0,0,0,0,2023_07_08_265df0fb56fe0ef670a5g.tex
7917,5476,830,76,0,0,0,0,2023_07_08_26cfecd3766840fd71d6g.tex
7132,5304,767,106,0,0,0,0,2023_07_08_26d4541ed2d06c6b7a83g.tex
6955,5756,911,74,0,0,0,0,2023_07_08_26ee05c3072b57dee72dg.tex
7330,6018,876,108,0,0,0,0,2023_07_08_26f45890fabcbb1a5d47g.tex
7063,5589,802,54,0,0,0,0,2023_07_08_27122b33b75cf4b41178g.tex
7511,5994,916,97,0,0,0,0,2023_07_08_2752e6b597d3c98494ceg.tex
7386,6991,1015,40,0,0,0,0,2023_07_08_276386e1eb710235ff95g.tex
7686,5857,892,96,0,0,0,0,2023_07_08_2776af6c778767ffb3bdg.tex
7221,6084,952,103,0,0,0,0,2023_07_08_277e76877c9679d53930g.tex
7395,5671,907,46,0,0,0,0,2023_07_08_27a3cccbfd83e53e310cg.tex
7306,5671,907,46,0,0,0,0,2023_07_08_27a3cccbfd83e53e310cg_1.tex
6879,5541,737,66,0,0,0,0,2023_07_08_27bc33879649cefbf20ag.tex
8460,7184,1254,81,0,0,0,0,2023_07_08_27d1522cfab57f574b03g.tex
7713,5354,844,104,0,0,0,0,2023_07_08_27f29eed9f7568cf3fd9g.tex
7058,4150,627,58,0,0,0,0,2023_07_08_28027b0601d80f94d4f3g.tex
6945,4150,627,58,0,0,0,0,2023_07_08_28027b0601d80f94d4f3g_1.tex
6945,4150,627,58,0,0,0,0,2023_07_08_28027b0601d80f94d4f3g_2.tex
7906,6047,1081,135,0,0,0,0,2023_07_08_28040afdd4dbf88c16f2g.tex
7851,6475,970,66,0,0,0,0,2023_07_08_2808293e12fe9db734b1g.tex
7791,6475,970,66,0,0,0,0,2023_07_08_2808293e12fe9db734b1g_1.tex
7791,6475,970,66,0,0,0,0,2023_07_08_2808293e12fe9db734b1g_2.tex
7712,5054,720,55,0,0,0,0,2023_07_08_2816972c3c6a0ddc612eg.tex
6009,5516,779,52,0,0,0,0,2023_07_08_282b2ee3ae571cdc4182g.tex
7793,6487,862,46,0,0,0,0,2023_07_08_2850e8da4fa3c5b05508g.tex
8034,807,167,43,0,0,0,0,2023_07_08_285258e544f87cff045dg.tex
7781,6590,899,50,0,0,0,0,2023_07_08_2855240875304a972020g.tex
3591,2580,419,40,0,0,0,0,2023_07_08_28610162d88fa755b7e5g.tex
7406,5696,842,78,0,0,0,0,2023_07_08_286fc75db2a636a29c6eg.tex
7632,7029,1139,91,0,0,0,0,2023_07_08_289d722228687aff6ccfg.tex
7325,4961,753,85,0,0,0,0,2023_07_08_28bcd9f61a786c78c1b2g.tex
7321,7023,912,0,0,0,0,0,2023_07_08_28e4e70c39c45b4f2b2cg.tex
7751,6994,1135,77,0,0,0,0,2023_07_08_2903446287eb8f6c6dfcg.tex
7838,5981,940,82,0,0,0,0,2023_07_08_291ff44c9d950b30a0e9g.tex
7594,6195,967,113,0,0,0,0,2023_07_08_2966aff57965a75526b6g.tex
7217,4990,720,71,0,0,0,0,2023_07_08_29788385909d28c017ceg.tex
7428,6325,1018,53,0,0,0,0,2023_07_08_29c9957f9d79b19a2574g.tex
7421,5898,741,64,0,0,0,0,2023_07_08_29d61e52fc3633c5128cg.tex
7212,6792,916,28,0,0,0,0,2023_07_08_29f655af2f48b3f610a4g.tex
7177,6792,916,28,0,0,0,0,2023_07_08_29f655af2f48b3f610a4g_1.tex
7177,6792,916,28,0,0,0,0,2023_07_08_29f655af2f48b3f610a4g_2.tex
9003,6762,1065,174,0,0,0,0,2023_07_08_29fcc83511375abfaef7g.tex
7838,6219,1017,74,0,0,0,0,2023_07_08_2a07c2732423de71a6eeg.tex
8086,7269,1112,61,0,0,0,0,2023_07_08_2a123c862ca46159a9b4g.tex
7210,4803,773,102,0,0,0,0,2023_07_08_2a2a7bca6aa64670ba42g.tex
7558,4729,670,65,0,0,0,0,2023_07_08_2a33102a7b00eb35430eg.tex
7239,6078,979,53,0,0,0,0,2023_07_08_2a44bc18a54edc11caafg.tex
7222,5190,680,73,0,0,0,0,2023_07_08_2a59c2c5c82b5828c42ag.tex
7823,6401,1026,74,0,0,0,0,2023_07_08_2a84fdfe5a13618fa8e7g.tex
7589,5534,760,75,0,0,0,0,2023_07_08_2b34a24ce7a16df49db4g.tex
8172,6608,1118,118,0,0,0,0,2023_07_08_2b369e894b8767909be8g.tex
9155,4890,739,121,0,0,0,0,2023_07_08_2b6739fd6a7832b0770eg.tex
7595,5790,1012,56,0,0,0,0,2023_07_08_2b6eaf2ca656fc8b67c8g.tex
7189,5706,976,119,0,0,0,0,2023_07_08_2b70049bd8ecce3a2e0ag.tex
7085,4755,647,64,0,0,0,0,2023_07_08_2b73e5cee3b8dbb07fd9g.tex
8128,6153,1123,95,0,0,0,0,2023_07_08_2b7e4666f82d768d84e5g.tex
8023,6153,1123,95,0,0,0,0,2023_07_08_2b7e4666f82d768d84e5g_1.tex
8023,6153,1123,95,0,0,0,0,2023_07_08_2b7e4666f82d768d84e5g_2.tex
8330,5903,960,141,0,0,0,0,2023_07_08_2b94b9f8a027336c7db5g.tex
8062,6370,1219,174,0,0,0,0,2023_07_08_2ba2c8b902a944ba76e7g.tex
7814,7059,1152,90,0,0,0,0,2023_07_08_2bb1dcb98fba199455aag.tex
8067,5502,907,90,0,0,0,0,2023_07_08_2c1202619ffb9e2f59cag.tex
7840,7079,1185,75,0,0,0,0,2023_07_08_2c14f942d2d120aa0b15g.tex
7856,7284,1107,83,0,0,0,0,2023_07_08_2c27b96d0b769faf07f6g.tex
7394,6586,979,31,0,0,0,0,2023_07_08_2c58a84a23e34481e09eg.tex
7490,5558,976,98,0,0,0,0,2023_07_08_2c675b2b5df8ed288c93g.tex
8183,6580,1042,88,0,0,0,0,2023_07_08_2c86660ed623e26ec8dbg.tex
7343,6305,824,25,0,0,0,0,2023_07_08_2c9928839466e97081a0g.tex
8140,6254,1029,109,0,0,0,0,2023_07_08_2cb67ecc8705aed59618g.tex
8008,5479,886,108,0,0,0,0,2023_07_08_2d0548083f36df0956b9g.tex
8165,5730,856,88,0,0,0,0,2023_07_08_2d1197a9aa17024f7891g.tex
7632,4493,610,74,0,0,0,0,2023_07_08_2d1799ef4d038670ea47g.tex
8437,6549,972,107,0,0,0,0,2023_07_08_2d287a37c5f691fa1130g.tex
7332,5279,859,97,0,0,0,0,2023_07_08_2d40ce5a519ba5acbd2ag.tex
5304,3743,504,40,0,0,0,0,2023_07_08_2d79da6305311f19b230g.tex
7409,4819,686,74,0,0,0,0,2023_07_08_2d7d00379cbbd040a1d5g.tex
7294,4819,686,74,0,0,0,0,2023_07_08_2d7d00379cbbd040a1d5g_1.tex
7294,4819,686,74,0,0,0,0,2023_07_08_2d7d00379cbbd040a1d5g_2.tex
7411,3941,528,77,0,0,0,0,2023_07_08_2d9d406274813767004eg.tex
7325,1026,232,71,0,0,0,0,2023_07_08_2ddcd8988dfe04d3b8e5g.tex
7148,4979,704,90,0,0,0,0,2023_07_08_2dde8f3a039c5497c060g.tex
7722,6920,1168,129,0,0,0,0,2023_07_08_2de6ddc9f7ae637374fcg.tex
7557,6904,914,37,0,0,0,0,2023_07_08_2deaabe7bcf0a28dbeaeg.tex
7871,7068,1104,119,0,0,0,0,2023_07_08_2debd6d0dc8582ff9817g.tex
8616,6833,1098,124,0,0,0,0,2023_07_08_2dedac2a422949dd3e22g.tex
7322,5744,821,37,0,0,0,0,2023_07_08_2e07cc323f4fca590c1dg.tex
7866,6408,916,71,0,0,0,0,2023_07_08_2e126bc454be6eafdb63g.tex
8062,7260,1010,35,1,0,0,0,2023_07_08_2e1cd4f9a069663c969eg.tex
8205,7646,1005,17,0,0,0,0,2023_07_08_2e2a636b86263a65b16bg.tex
7745,5788,946,90,0,0,0,0,2023_07_08_2e3b468569dbce1bfad4g.tex
7289,6829,984,50,0,0,0,0,2023_07_08_2e4de0a025350bc8b36ag.tex
7335,5062,822,84,0,0,0,0,2023_07_08_2e4e244b68d1045339fbg.tex
6402,4479,651,59,0,0,0,0,2023_07_08_2e54b1e1ed00bd0ad065g.tex
7004,4266,650,59,0,0,0,0,2023_07_08_2e620116c5295d6bda8dg.tex
7404,6215,961,77,0,0,0,0,2023_07_08_2e74127b98e168affb4dg.tex
7309,4440,564,49,0,0,0,0,2023_07_08_2e8ab5835e58a6ac66a0g.tex
7471,5548,876,100,0,0,0,0,2023_07_08_2e9bafca4bab09bca9f9g.tex
7163,5086,773,83,0,0,0,0,2023_07_08_2ea09d11323997127ee8g.tex
7827,5792,957,91,0,0,0,0,2023_07_08_2ebf6caa0678ce736efdg.tex
7794,5073,816,106,0,0,0,0,2023_07_08_2ec2eccd2cd228f81dafg.tex
8920,6560,1057,158,0,0,0,0,2023_07_08_2ecbdd35bc1e4ad3d432g.tex
8146,6779,1087,57,0,0,0,0,2023_07_08_2ed312c62b984aa32bfeg.tex
8058,5010,769,112,0,0,0,0,2023_07_08_2ef1347cb65b7fdcf703g.tex
8011,5498,911,101,0,0,0,0,2023_07_08_2ef858c5912b9740e3f5g.tex
8745,7534,1363,35,0,0,0,0,2023_07_08_2efdb980e2b5b868abe1g.tex
7014,5663,788,45,0,0,0,0,2023_07_08_2f15df19f6f673f55ecag.tex
8441,7192,1147,147,0,0,0,0,2023_07_08_2f186a33a85f88aa273fg.tex
6863,4220,652,70,0,0,0,0,2023_07_08_2f1bddb9acf881e1943ag.tex
7545,5515,821,61,0,0,0,0,2023_07_08_2f1cf8fb8558a516707bg.tex
7410,5764,929,50,0,0,0,0,2023_07_08_2f2b6d34838d22cda852g.tex
7765,5172,854,80,0,0,0,0,2023_07_08_2f2df945159bf3435d2bg.tex
8449,7089,1062,71,0,0,0,0,2023_07_08_2f2f756626b8f6be9e89g.tex
7746,6801,1181,105,0,0,0,0,2023_07_08_2f38adbe500a3677e0c4g.tex
7747,5239,780,60,0,0,0,0,2023_07_08_2f4e7c242f4d687ed0fdg.tex
7891,5668,947,96,0,0,0,0,2023_07_08_2f4fe53faf38228a7281g.tex
7762,5668,947,96,0,0,0,0,2023_07_08_2f4fe53faf38228a7281g_1.tex
7102,5135,808,85,0,0,0,0,2023_07_08_2f60d8cc34973cf2b1feg.tex
7237,5932,831,104,0,0,0,0,2023_07_08_2f62875b903b8e858381g.tex
7282,6022,855,46,0,0,0,0,2023_07_08_2f648ca447909f2adad1g.tex
7785,7012,1139,60,0,0,0,0,2023_07_08_2fc4a688c50ef89e4641g.tex
6784,4526,757,82,0,0,0,0,2023_07_08_2fdb613276717bca5ce9g.tex
7903,7127,1019,27,0,0,0,0,2023_07_08_2fee3b60e02d24c1fb1bg.tex
7345,4748,805,106,0,0,0,0,2023_07_08_2ff88c7b4befc157d4b5g.tex
8229,7114,1027,60,1,0,0,0,2023_07_08_301e7c15479e47ef8061g.tex
8224,5815,883,87,0,0,0,0,2023_07_08_3022c829e2e1d78a998dg.tex
7230,6741,901,68,0,0,0,0,2023_07_08_3028d5fd3cf072a613b7g.tex
7369,4847,858,104,0,0,0,0,2023_07_08_3032037ce17def3900c1g.tex
7891,6105,979,111,0,0,0,0,2023_07_08_305d3ab23d1bb8fabd99g.tex
8161,7182,1036,151,0,0,0,0,2023_07_08_3073f4acf95ae6e5ad81g.tex
8274,5853,868,55,0,0,0,0,2023_07_08_307a933d07ccc131afd3g.tex
8024,6796,1096,93,0,0,0,0,2023_07_08_3093c9d8b4870ef57593g.tex
7013,5113,928,81,0,0,0,0,2023_07_08_30bec8db8203f839e4b9g.tex
7922,6988,1074,74,0,0,0,0,2023_07_08_30f8d81c5c25b19aec30g.tex
8227,7084,1169,70,0,0,0,0,2023_07_08_310781cf4921becd7400g.tex
8178,6527,927,91,0,0,0,0,2023_07_08_31148ec7e23408f8b507g.tex
7578,4099,634,53,0,0,0,0,2023_07_08_313e4b094ee6be7d3b5fg.tex
7863,5965,948,112,0,0,0,0,2023_07_08_3149f61faa56b74591a0g.tex
7191,4017,633,58,0,0,0,0,2023_07_08_3177f47c5cd4befce9d6g.tex
7626,5687,915,71,0,0,0,0,2023_07_08_31a58213cba94d631b99g.tex
8389,7476,1109,114,0,0,0,0,2023_07_08_31aba6443d8c04e652c1g.tex
7698,5602,781,89,0,0,0,0,2023_07_08_31eac9f8b1d7398d4167g.tex
7695,7089,1001,24,0,0,0,0,2023_07_08_31fe1e40a1272b423284g.tex
7601,6102,1111,103,0,0,0,0,2023_07_08_320391c30101355cb00dg.tex
7114,6270,978,71,0,0,0,0,2023_07_08_32083b3196df765e61a1g.tex
7568,6372,947,82,0,0,0,0,2023_07_08_32239571796ec1d01c84g.tex
8780,6929,1134,88,0,0,0,0,2023_07_08_325e7aeec8d38772d1d7g.tex
6875,6071,861,27,0,0,0,0,2023_07_08_3272ac6bc94cc3ea39f8g.tex
7566,5590,826,85,0,0,0,0,2023_07_08_3277c67139e14ebb5be8g.tex
6648,4751,771,81,0,0,0,0,2023_07_08_32876d74b2c558fc9106g.tex
7745,6332,1036,102,0,0,0,0,2023_07_08_32a19f902b5c8a9a3358g.tex
7993,6680,981,104,0,0,0,0,2023_07_08_32c684b42a9ca96eb03dg.tex
8036,7304,1135,77,0,0,0,0,2023_07_08_32ca3bf83b710ef6e653g.tex
8850,7446,1158,127,0,0,0,0,2023_07_08_32d3f919b205db7a2abeg.tex
8146,7283,1190,109,0,0,0,0,2023_07_08_32e26af960ac4ff6da9bg.tex
7494,6321,973,57,0,0,0,0,2023_07_08_32eeda0906662eb658beg.tex
7252,5795,822,51,0,0,0,0,2023_07_08_32fbf4ece395dc758b15g.tex
8734,6868,1151,151,0,0,0,0,2023_07_08_330466749d01a5fd6c54g.tex
7599,6955,1129,52,0,0,0,0,2023_07_08_3329a6152207fdcfbcb4g.tex
5976,3544,460,45,0,0,0,0,2023_07_08_3332a03cf51956e92002g.tex
7127,5398,828,30,0,0,0,0,2023_07_08_3382d0bb5bd2f6b85a06g.tex
7788,6154,962,97,0,0,0,0,2023_07_08_339fdbe6afc339a54b35g.tex
6816,4505,639,64,0,0,0,0,2023_07_08_33a796a42a2d27a6fe00g.tex
7692,5884,810,58,0,0,0,0,2023_07_08_33a97b103a35dd764483g.tex
7860,5359,921,56,0,0,0,0,2023_07_08_33bb97e5f55bfa4dda16g.tex
7133,5691,844,79,0,0,0,0,2023_07_08_33ecc7e8b37a8e0faee9g.tex
7753,6549,1019,89,0,0,0,0,2023_07_08_3415bf2de9ad7e408d0dg.tex
7292,5199,791,53,0,0,0,0,2023_07_08_342574b895d5e42284b2g.tex
7303,5699,892,76,0,0,0,0,2023_07_08_34258340515d949d052fg.tex
7571,7264,972,4,0,0,0,0,2023_07_08_344be6e2edcdf779ffceg.tex
4340,2777,457,28,0,0,0,0,2023_07_08_345bd8fb14fd2ff22675g.tex
7878,6490,851,74,0,0,0,0,2023_07_08_34b38709fbd618a2e21cg.tex
8386,7703,1034,95,0,0,0,0,2023_07_08_34c345a37de2c3abf93dg.tex
8074,6047,945,110,0,0,0,0,2023_07_08_34c920719c0aa8c47544g.tex
7939,6504,1021,66,0,0,0,0,2023_07_08_34cf0896ad658e73e424g.tex
7790,5960,891,44,0,0,0,0,2023_07_08_34e978a4fe003986c60ag.tex
7259,6910,940,35,0,0,0,0,2023_07_08_35087e9f170c9151561cg.tex
7890,5936,904,109,0,0,0,0,2023_07_08_351ed1a348584ec4069cg.tex
7229,5831,863,69,0,0,0,0,2023_07_08_352b5f3c283b15987268g.tex
7387,4047,562,75,0,0,0,0,2023_07_08_357bd646cfb586c12d74g.tex
7934,5784,919,87,0,0,0,0,2023_07_08_3584307b818a73dab843g.tex
7795,5548,1013,106,0,0,0,0,2023_07_08_35a6c45aed484f03db52g.tex
7379,6619,1073,64,0,0,0,0,2023_07_08_35cac75f49c96c739e9fg.tex
7935,6253,924,73,0,0,0,0,2023_07_08_35d33b1f96a32a44582fg.tex
7905,5114,695,96,0,0,0,0,2023_07_08_3644120736e8876cc64fg.tex
7303,5479,909,79,0,0,0,0,2023_07_08_36481d63e9f69b5df7e4g.tex
7781,7149,1086,43,0,0,0,0,2023_07_08_365325e98d58acf5cbbag.tex
7434,5916,875,63,0,0,0,0,2023_07_08_3654d60f62b17d408320g.tex
7118,5054,771,97,0,0,0,0,2023_07_08_367c4e7f6247f241fbafg.tex
8452,7283,1098,63,0,0,0,0,2023_07_08_3685518042f8f4b30466g.tex
6894,5192,794,66,0,0,0,0,2023_07_08_368c858f3fd67c0172a7g.tex
7170,6500,1005,67,0,0,0,0,2023_07_08_36a64be5cf3dd8d1abd0g.tex
6775,4289,628,60,0,0,0,0,2023_07_08_36bf379eb211a1a67102g.tex
7359,7153,856,40,0,0,0,0,2023_07_08_36e80d27d8eb62544f24g.tex
7537,5131,911,90,0,0,0,0,2023_07_08_37236855a92febb4bdfdg.tex
6971,5486,868,82,0,0,0,0,2023_07_08_373868ffef00962c9a1dg.tex
8169,5618,739,64,0,0,0,0,2023_07_08_373ce4bc0f9137471663g.tex
7507,5498,791,54,0,0,0,0,2023_07_08_374b35bfbdda695e46f4g.tex
7346,6137,1016,119,0,0,0,0,2023_07_08_375ea4806648ea4029d8g.tex
6847,5356,802,52,0,0,0,0,2023_07_08_3790c1194c159704cd4eg.tex
8337,7549,1233,84,0,0,0,0,2023_07_08_3792c89db3478732fd5fg.tex
8516,7145,1178,118,0,0,0,0,2023_07_08_37ba29b15c6f9b0c7437g.tex
7598,5242,843,92,0,0,0,0,2023_07_08_37c8fe0955bf5d32875dg.tex
6873,4997,724,48,0,0,0,0,2023_07_08_37cbd6e63098f93db840g.tex
7438,6419,1094,103,0,0,0,0,2023_07_08_37cf163dd831634ec497g.tex
7117,4673,755,55,0,0,0,0,2023_07_08_37f0c5dc1a42eafd872bg.tex
7315,6218,1005,65,0,0,0,0,2023_07_08_3828aa7a3daf9b339d11g.tex
3843,2744,439,56,0,0,0,0,2023_07_08_382c52dd975b2a61868fg.tex
7991,7269,953,18,0,0,0,0,2023_07_08_38581a40fb66b5f4f025g.tex
7764,6257,1167,105,0,0,0,0,2023_07_08_385f8ea33ed5977a4b32g.tex
7167,3948,695,115,0,0,0,0,2023_07_08_38747809ec39bd87aa8cg.tex
7647,5299,856,54,0,0,0,0,2023_07_08_389d2f74477f04f92527g.tex
8282,5845,1004,56,0,0,0,0,2023_07_08_38baf56dcd7f5fe531c5g.tex
8999,6452,1015,147,0,0,0,0,2023_07_08_38db2272d5bc0cbc5b50g.tex
8437,6700,1013,58,0,0,0,0,2023_07_08_38e108d638bcbdfdcd33g.tex
8023,4508,718,102,0,0,0,0,2023_07_08_38fe8f34a9c9da34083bg.tex
8328,7310,1145,71,0,0,0,0,2023_07_08_390d6d5f9f9023877bb2g.tex
8022,2457,438,80,0,0,0,0,2023_07_08_390f2cad5705d515e7e9g.tex
7626,6316,1081,105,0,0,0,0,2023_07_08_3915f5ca29beb99872e2g.tex
6026,5230,785,44,0,0,0,0,2023_07_08_3928fa129f263bc336e7g.tex
8018,7497,1055,19,0,0,0,0,2023_07_08_393e0b1d8844208a6a72g.tex
8229,5101,671,81,0,0,0,0,2023_07_08_3965da41b0f0ffe6ae5ag.tex
7058,4848,764,80,0,0,0,0,2023_07_08_397ba55e6965ca477250g.tex
7850,3987,560,84,0,0,0,0,2023_07_08_39802d4778b52d07c3e8g.tex
5685,4544,754,36,0,0,0,0,2023_07_08_399b11331d85e58c33f4g.tex
7309,6024,905,85,0,0,0,0,2023_07_08_39a96b27bcc549fd56bfg.tex
7782,5801,777,53,1,0,0,0,2023_07_08_39bc6462d5f010500067g.tex
8117,6070,814,60,0,0,0,0,2023_07_08_39d3897b17138b1aaa32g.tex
8307,5877,842,73,0,0,0,0,2023_07_08_39eccc8372d0c86a3360g.tex
6961,4648,726,89,0,0,0,0,2023_07_08_39fad27239f5eb0f276bg.tex
7796,5878,956,121,0,0,0,0,2023_07_08_3a20cfd7dffc69e30011g.tex
7390,6850,1055,37,0,0,0,0,2023_07_08_3a212ddd7c4fcd2864dag.tex
8328,6261,984,94,0,0,0,0,2023_07_08_3a42f8485dff26a5ea4cg.tex
6494,3836,466,43,0,0,0,0,2023_07_08_3a4ad813d3d5574a1098g.tex
7899,3770,539,81,0,0,0,0,2023_07_08_3a5e542d34a4f2b7d070g.tex
6748,5034,751,77,0,0,0,0,2023_07_08_3ab575c77cadd8bce5ceg.tex
8238,7390,1179,101,0,0,0,0,2023_07_08_3aee0ed443047f482f04g.tex
8023,7293,1046,39,0,0,0,0,2023_07_08_3b020c1a6f1b1fedbcf1g.tex
7351,5626,784,125,0,0,0,0,2023_07_08_3b1333c734b5ab5977d7g.tex
7787,7091,1038,101,0,0,0,0,2023_07_08_3b2b1f65e359f8379dd0g.tex
8246,7001,1178,91,0,0,0,0,2023_07_08_3b2bebdcc5d64b680f02g.tex
9042,6935,1074,134,0,0,0,0,2023_07_08_3b314b021a7c5a2e8562g.tex
7456,6110,1054,70,0,0,0,0,2023_07_08_3b560a6538307698bc33g.tex
7847,5097,758,75,0,0,0,0,2023_07_08_3b5a10bde10348d78bc3g.tex
